https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume UBER,Volume USDT,tradecount
1733754600000,2024-12-09,UBER,65.50,66.17,65.06,65.74,27602900,1814614587.03,0
1733495400000,2024-12-06,UBER,66.45,67.10,65.20,66.09,36413200,2406548254.65,0
1733409000000,2024-12-05,UBER,71.93,72.03,64.28,65.23,77320400,5043609951.56,0
1733322600000,2024-12-04,UBER,71.40,72.40,70.65,72.16,17263100,1245705359.22,0
1733236200000,2024-12-03,UBER,73.06,73.25,71.25,71.27,12760500,909440792.16,0
1733149800000,2024-12-02,UBER,71.93,73.44,71.47,73.07,11574600,845756018.47,0
1732890600000,2024-11-29,UBER,71.70,72.44,71.52,71.96,7348700,528812445.27,0
1732717800000,2024-11-27,UBER,72.06,72.70,71.01,71.62,12967800,928753871.62,0
1732631400000,2024-11-26,UBER,73.49,73.50,71.34,71.56,13704900,980722610.54,0
1732545000000,2024-11-25,UBER,72.60,73.55,71.83,73.42,17446600,1280929340.05,0
1732285800000,2024-11-22,UBER,70.00,71.54,69.35,71.51,14874100,1063646922.77,0
1732199400000,2024-11-21,UBER,70.25,70.87,68.80,69.64,25657700,1786802212.34,0
1732113000000,2024-11-20,UBER,69.29,70.33,68.95,69.60,16656600,1159299334.58,0
1732026600000,2024-11-19,UBER,68.51,69.60,68.20,69.13,22289100,1540845421.78,0
1731940200000,2024-11-18,UBER,72.04,72.04,67.80,69.33,45212500,3134582707.79,0
1731681000000,2024-11-15,UBER,72.10,73.63,71.76,73.25,23980900,1756600925.00,0
1731594600000,2024-11-14,UBER,71.16,72.75,70.76,71.44,17372200,1241070010.41,0
1731508200000,2024-11-13,UBER,71.53,72.08,70.55,71.16,15006000,1067827014.95,0
1731421800000,2024-11-12,UBER,71.97,72.68,71.20,71.37,19439700,1387411442.39,0
1731335400000,2024-11-11,UBER,72.65,73.00,71.34,71.65,22682200,1625179664.61,0
1731076200000,2024-11-08,UBER,73.44,73.56,71.56,72.04,20152600,1451793322.45,0
1730989800000,2024-11-07,UBER,76.10,76.40,72.74,73.13,24305900,1777490400.24,0
1730903400000,2024-11-06,UBER,73.46,74.62,70.74,74.36,26410700,1963899668.12,0
1730817000000,2024-11-05,UBER,73.55,74.34,73.24,74.15,12274600,910161608.73,0
1730730600000,2024-11-04,UBER,72.75,74.22,72.66,73.25,14949100,1095021575.00,0
1730467800000,2024-11-01,UBER,73.94,74.15,72.25,73.25,33542200,2456966150.00,0
1730381400000,2024-10-31,UBER,74.50,74.99,69.87,72.05,64047100,4614593750.46,0
1730295000000,2024-10-30,UBER,79.23,80.07,78.82,79.43,14997700,1191267315.58,0
1730208600000,2024-10-29,UBER,77.85,79.99,77.77,79.21,14469600,1146137002.75,0
1730122200000,2024-10-28,UBER,78.20,78.38,77.47,77.69,9311900,723441533.73,0
1729863000000,2024-10-25,UBER,78.26,78.84,76.96,77.62,11727400,910280820.21,0
1729776600000,2024-10-24,UBER,78.00,78.60,77.14,78.38,15220900,1193014100.19,0
1729690200000,2024-10-23,UBER,80.06,80.32,79.36,79.83,8689900,693714732.91,0
1729603800000,2024-10-22,UBER,80.47,81.25,79.98,80.41,10754000,864729179.38,0
1729517400000,2024-10-21,UBER,79.94,80.57,79.55,80.46,11238700,904265791.71,0
1729258200000,2024-10-18,UBER,80.53,80.55,78.80,79.16,14186700,1123019223.95,0
1729171800000,2024-10-17,UBER,79.92,80.88,79.41,79.90,27373200,2187118721.77,0
1729085400000,2024-10-16,UBER,82.93,83.48,81.62,81.90,12398500,1015437168.92,0
1728999000000,2024-10-15,UBER,84.77,84.77,82.65,83.20,14858500,1236227154.66,0
1728912600000,2024-10-14,UBER,85.64,86.18,84.18,84.94,14752400,1253068892.02,0
1728653400000,2024-10-11,UBER,82.00,87.00,81.86,86.34,57290500,4946461560.20,0
1728567000000,2024-10-10,UBER,77.65,78.24,76.90,77.92,15033600,1171418084.47,0
1728480600000,2024-10-09,UBER,76.00,77.96,75.96,77.87,17251100,1343343204.38,0
1728394200000,2024-10-08,UBER,75.25,77.02,75.06,76.17,17800300,1355848818.41,0
1728307800000,2024-10-07,UBER,74.25,75.74,73.73,74.59,15328800,1143375135.86,0
1728048600000,2024-10-04,UBER,74.11,74.32,73.22,74.28,10750300,798532270.88,0
1727962200000,2024-10-03,UBER,72.56,73.21,71.90,72.94,11096300,809364149.09,0
1727875800000,2024-10-02,UBER,74.09,74.31,72.79,72.87,11323400,825136189.10,0
1727789400000,2024-10-01,UBER,75.77,75.77,73.84,74.24,8980500,666712300.82,0
1727703000000,2024-09-30,UBER,75.32,75.72,74.25,75.16,12991100,976411123.57,0
1727443800000,2024-09-27,UBER,77.03,77.08,75.70,75.75,7580100,574192575.00,0
1727357400000,2024-09-26,UBER,78.36,78.45,75.13,76.69,14788600,1134137770.10,0
1727271000000,2024-09-25,UBER,77.51,78.28,77.08,77.14,12552600,968307556.34,0
1727184600000,2024-09-24,UBER,76.00,77.51,75.97,77.44,16099200,1246722087.30,0
1727098200000,2024-09-23,UBER,75.11,75.27,73.78,74.71,8285300,618994755.41,0
1726839000000,2024-09-20,UBER,74.82,75.05,73.45,73.94,17472700,1291931480.66,0
1726752600000,2024-09-19,UBER,74.98,76.46,74.56,75.28,17698400,1332335530.40,0
1726666200000,2024-09-18,UBER,72.77,74.74,72.19,73.50,11720900,861486150.00,0
1726579800000,2024-09-17,UBER,71.97,73.73,71.31,72.78,14639800,1065484626.13,0
1726493400000,2024-09-16,UBER,72.36,72.50,71.04,71.52,12016700,859434343.66,0
1726234200000,2024-09-13,UBER,72.40,72.75,70.94,72.48,30376500,2201688821.97,0
1726147800000,2024-09-12,UBER,70.06,70.49,67.85,68.09,16357900,1113809351.10,0
1726061400000,2024-09-11,UBER,68.83,70.22,67.12,70.11,14671900,1028646917.96,0
1725975000000,2024-09-10,UBER,70.00,70.46,67.64,68.99,20227200,1395474484.79,0
1725888600000,2024-09-09,UBER,70.95,71.19,69.63,69.80,8804600,614561106.87,0
1725629400000,2024-09-06,UBER,71.13,72.02,68.73,69.58,11449800,796677104.97,0
1725543000000,2024-09-05,UBER,71.08,72.62,70.92,71.25,8890900,633476625.00,0
1725456600000,2024-09-04,UBER,71.52,72.69,71.30,71.56,7995800,572179428.48,0
1725370200000,2024-09-03,UBER,72.57,73.61,71.21,71.89,13053300,938401729.03,0
1725024600000,2024-08-30,UBER,72.89,73.42,72.06,73.13,12676900,927061662.18,0
1724938200000,2024-08-29,UBER,72.50,73.28,72.13,72.24,9300800,671889772.13,0
1724851800000,2024-08-28,UBER,72.50,72.55,71.02,71.85,9529400,684687375.46,0
1724765400000,2024-08-27,UBER,72.49,73.09,71.80,72.56,7294100,529259878.19,0
1724679000000,2024-08-26,UBER,74.30,74.30,72.11,72.61,10999900,798702745.71,0
1724419800000,2024-08-23,UBER,72.85,74.46,72.35,74.30,13065600,970774119.87,0
1724333400000,2024-08-22,UBER,73.55,74.12,72.67,73.31,9571900,701715965.63,0
1724247000000,2024-08-21,UBER,73.72,74.29,73.06,73.48,9290200,682643927.19,0
1724160600000,2024-08-20,UBER,74.27,74.48,73.28,73.31,10246500,751170889.98,0
1724074200000,2024-08-19,UBER,72.00,74.22,71.79,74.18,13821300,1025264038.22,0
1723815000000,2024-08-16,UBER,72.50,73.35,71.75,72.04,11548300,831939542.57,0
1723728600000,2024-08-15,UBER,72.51,73.42,72.29,72.73,13711300,997222895.03,0
1723642200000,2024-08-14,UBER,71.60,72.00,70.61,71.93,12337000,887400413.76,0
1723555800000,2024-08-13,UBER,69.77,71.19,69.38,71.06,15472500,1099475812.23,0
1723469400000,2024-08-12,UBER,68.61,69.31,68.02,69.26,10826100,749815709.13,0
1723210200000,2024-08-09,UBER,69.14,69.38,67.75,68.54,12770300,875276373.69,0
1723123800000,2024-08-08,UBER,66.53,69.17,65.95,69.01,21779100,1502975737.53,0
1723037400000,2024-08-07,UBER,65.56,68.40,65.49,65.54,31493600,2064090572.83,0
1722951000000,2024-08-06,UBER,62.55,65.82,60.50,64.87,53336900,3459964849.49,0
1722864600000,2024-08-05,UBER,55.53,58.65,54.84,58.48,32063700,1875085161.32,0
1722605400000,2024-08-02,UBER,59.38,59.58,56.86,58.99,27654600,1631344900.42,0
1722519000000,2024-08-01,UBER,64.86,65.00,60.76,61.02,18967900,1157421266.68,0
1722432600000,2024-07-31,UBER,63.88,65.18,63.66,64.47,18209700,1173979381.23,0
1722346200000,2024-07-30,UBER,64.15,64.77,62.61,63.09,16506200,1041376160.52,0
1722259800000,2024-07-29,UBER,64.83,65.25,63.72,63.76,16907000,1077990291.62,0
1722000600000,2024-07-26,UBER,66.10,66.26,64.18,64.40,17379400,1119233386.52,0
1721914200000,2024-07-25,UBER,66.00,69.37,64.40,65.74,22596900,1485520157.73,0
1721827800000,2024-07-24,UBER,67.27,67.79,65.78,66.14,15187100,1004474784.73,0
1721741400000,2024-07-23,UBER,68.05,69.10,67.28,67.52,9539800,644127263.98,0
1721655000000,2024-07-22,UBER,67.53,68.78,67.08,67.73,13408000,908123885.01,0
1721395800000,2024-07-19,UBER,66.78,67.44,66.10,67.31,12809600,862214144.73,0
1721309400000,2024-07-18,UBER,69.00,69.34,65.81,66.26,21988900,1456984560.97,0
1721223000000,2024-07-17,UBER,73.38,73.41,68.56,68.62,27884400,1913427604.59,0
1721136600000,2024-07-16,UBER,73.11,75.40,73.11,74.30,17529000,1302404753.49,0
1721050200000,2024-07-15,UBER,73.06,73.25,70.76,72.29,13472600,973934266.33,0
1720791000000,2024-07-12,UBER,72.11,73.80,72.11,72.43,14683700,1063540395.48,0
1720704600000,2024-07-11,UBER,69.51,73.64,68.85,73.53,26702500,1963434792.40,0
1720618200000,2024-07-10,UBER,71.50,71.50,68.38,69.27,14638800,1014029626.86,0
1720531800000,2024-07-09,UBER,71.40,72.28,71.13,71.32,8757900,624613425.33,0
1720445400000,2024-07-08,UBER,71.31,71.78,70.75,71.25,7231100,515215875.00,0
1720186200000,2024-07-05,UBER,70.99,71.42,70.39,71.06,6599200,468939135.89,0
1720013400000,2024-07-03,UBER,70.66,72.14,70.50,71.30,7869800,561116764.02,0
1719927000000,2024-07-02,UBER,71.25,71.26,68.88,70.67,14319000,1011923703.78,0
1719840600000,2024-07-01,UBER,72.20,72.58,69.40,71.10,13438700,955491549.49,0
1719581400000,2024-06-28,UBER,70.81,73.26,70.77,72.68,21375900,1553600418.52,0
1719495000000,2024-06-27,UBER,70.98,71.32,70.07,70.34,9650500,678816134.66,0
1719408600000,2024-06-26,UBER,70.94,71.60,70.55,70.85,10232600,724979694.39,0
1719322200000,2024-06-25,UBER,71.86,72.94,70.22,71.38,18888700,1348275354.12,0
1719235800000,2024-06-24,UBER,69.83,71.23,69.75,70.54,12479300,880289833.43,0
1718976600000,2024-06-21,UBER,70.04,70.25,69.23,70.21,20757700,1457398098.00,0
1718890200000,2024-06-20,UBER,70.51,71.12,69.73,70.30,10662400,749566752.54,0
1718717400000,2024-06-18,UBER,70.60,71.21,69.89,70.33,9511600,668950845.42,0
1718631000000,2024-06-17,UBER,69.91,70.83,69.83,70.49,14760500,1040467613.47,0
1718371800000,2024-06-14,UBER,70.91,71.00,69.32,70.06,11601100,812773037.68,0
1718285400000,2024-06-13,UBER,73.16,73.16,70.24,70.86,17109400,1212372094.44,0
1718199000000,2024-06-12,UBER,71.31,73.60,71.00,73.15,24435500,1787456862.29,0
1718112600000,2024-06-11,UBER,68.60,69.60,67.76,69.59,12741200,886660061.34,0
1718026200000,2024-06-10,UBER,69.28,69.69,66.56,68.60,19152300,1313847750.78,0
1717767000000,2024-06-07,UBER,68.90,69.71,68.11,69.31,13932600,965668471.98,0
1717680600000,2024-06-06,UBER,67.45,69.69,67.33,68.90,25871500,1782546389.48,0
1717594200000,2024-06-05,UBER,64.94,66.28,64.21,65.82,19513500,1284378564.04,0
1717507800000,2024-06-04,UBER,64.06,65.19,63.70,64.55,12689200,819087898.72,0
1717421400000,2024-06-03,UBER,64.78,64.96,62.94,63.79,14922200,951887151.66,0
1717162200000,2024-05-31,UBER,64.20,64.63,63.14,64.56,17322400,1118334101.71,0
1717075800000,2024-05-30,UBER,64.79,65.41,63.72,64.12,12689100,813625126.85,0
1716989400000,2024-05-29,UBER,63.01,65.36,62.91,64.93,16987900,1103024352.18,0
1716903000000,2024-05-28,UBER,64.61,64.61,63.10,63.52,14213300,902828822.51,0
1716557400000,2024-05-24,UBER,63.78,64.76,63.62,64.26,10385900,667397956.19,0
1716471000000,2024-05-23,UBER,65.56,65.80,63.25,63.60,20115000,1279313969.31,0
1716384600000,2024-05-22,UBER,64.82,66.09,64.52,65.48,22562100,1477366383.74,0
1716298200000,2024-05-21,UBER,64.13,64.65,63.81,63.97,16592500,1061422245.25,0
1716211800000,2024-05-20,UBER,65.64,65.87,64.31,64.65,15864400,1025633484.21,0
1715952600000,2024-05-17,UBER,66.50,66.64,65.52,65.67,15703300,1031235682.25,0
1715866200000,2024-05-16,UBER,66.97,67.33,66.00,66.05,19923500,1315947235.80,0
1715779800000,2024-05-15,UBER,66.00,66.66,65.22,66.62,16308700,1086485638.79,0
1715693400000,2024-05-14,UBER,65.85,66.10,64.75,65.32,19462300,1271277430.06,0
1715607000000,2024-05-13,UBER,67.00,67.06,64.72,66.02,18983100,1253264198.27,0
1715347800000,2024-05-10,UBER,67.82,67.90,66.40,66.99,18924400,1267745515.57,0
1715261400000,2024-05-09,UBER,66.81,68.57,66.75,67.93,27965500,1899696423.53,0
1715175000000,2024-05-08,UBER,64.50,67.20,63.83,66.40,84220000,5592208128.51,0
1715088600000,2024-05-07,UBER,72.64,72.64,69.80,70.43,24427300,1720414746.45,0
1715002200000,2024-05-06,UBER,71.00,73.82,70.83,71.51,25001900,1787885922.41,0
1714743000000,2024-05-03,UBER,69.85,70.34,69.03,69.23,15557700,1077059623.23,0
1714656600000,2024-05-02,UBER,68.40,69.04,67.62,68.57,18229300,1249983095.44,0
1714570200000,2024-05-01,UBER,66.04,69.41,65.86,67.79,21266700,1441669612.47,0
1714483800000,2024-04-30,UBER,67.22,68.60,66.07,66.27,22707300,1504812694.77,0
1714397400000,2024-04-29,UBER,68.50,68.66,67.20,67.40,20102600,1354915270.67,0
1714138200000,2024-04-26,UBER,69.97,70.15,68.70,69.05,16187600,1117753829.40,0
1714051800000,2024-04-25,UBER,67.86,70.29,67.38,69.31,20545200,1423987761.84,0
1713965400000,2024-04-24,UBER,70.15,70.22,67.36,69.36,27515600,1908482032.79,0
1713879000000,2024-04-23,UBER,70.02,71.14,69.62,70.80,16814200,1190445411.31,0
1713792600000,2024-04-22,UBER,70.48,70.89,68.48,68.98,26804900,1849002091.98,0
1713533400000,2024-04-19,UBER,71.15,71.15,68.38,69.20,23186000,1604471129.24,0
1713447000000,2024-04-18,UBER,72.26,72.86,70.64,71.30,20426000,1456373862.34,0
1713360600000,2024-04-17,UBER,75.00,75.61,71.04,71.94,15363100,1105221451.51,0
1713274200000,2024-04-16,UBER,73.39,74.70,72.70,74.13,14513100,1075856063.14,0
1713187800000,2024-04-15,UBER,76.38,76.68,72.88,73.40,16093400,1181255584.56,0
1712928600000,2024-04-12,UBER,75.05,75.82,74.49,75.28,11590800,872555409.85,0
1712842200000,2024-04-11,UBER,74.80,76.56,74.71,76.18,13653600,1040131252.17,0
1712755800000,2024-04-10,UBER,74.40,75.31,73.54,74.35,12533900,931895445.87,0
1712669400000,2024-04-09,UBER,74.77,75.50,73.33,75.14,13756300,1033648373.60,0
1712583000000,2024-04-08,UBER,76.70,76.86,73.95,75.03,22867600,1715756000.09,0
1712323800000,2024-04-05,UBER,75.34,78.39,74.92,77.16,21572000,1664495599.00,0
1712237400000,2024-04-04,UBER,77.24,77.67,74.48,74.92,17191300,1287972164.52,0
1712151000000,2024-04-03,UBER,76.84,78.85,76.54,76.81,19883100,1527220862.46,0
1712064600000,2024-04-02,UBER,75.66,77.33,74.97,76.98,15838800,1219270877.17,0
1711978200000,2024-04-01,UBER,77.00,77.78,76.00,76.40,12201800,932217538.62,0
1711632600000,2024-03-28,UBER,77.90,78.05,76.89,76.99,13421900,1033352052.33,0
1711546200000,2024-03-27,UBER,78.96,79.00,76.85,78.11,13157000,1027693278.03,0
1711459800000,2024-03-26,UBER,79.80,80.18,77.78,77.91,12438300,969067998.55,0
1711373400000,2024-03-25,UBER,79.99,81.04,79.39,79.41,10254300,814294000.55,0
1711114200000,2024-03-22,UBER,79.80,80.45,79.20,80.23,8872400,711832681.78,0
1711027800000,2024-03-21,UBER,79.60,81.23,79.09,80.25,16191100,1299335775.00,0
1710941400000,2024-03-20,UBER,77.09,78.95,76.75,78.64,11490400,903605048.99,0
1710855000000,2024-03-19,UBER,75.38,77.18,74.19,77.08,13035200,1004753239.87,0
1710768600000,2024-03-18,UBER,77.00,77.00,73.66,75.70,18936700,1433508132.21,0
1710509400000,2024-03-15,UBER,77.00,77.84,75.77,76.07,24554900,1867891235.51,0
1710423000000,2024-03-14,UBER,78.34,78.48,76.90,77.65,12737200,989043599.44,0
1710336600000,2024-03-13,UBER,78.00,79.69,77.93,78.25,12065100,944094075.00,0
1710250200000,2024-03-12,UBER,78.01,78.48,77.48,78.32,11303800,885313612.55,0
1710163800000,2024-03-11,UBER,78.70,78.89,76.53,77.47,13781400,1067645074.82,0
1709908200000,2024-03-08,UBER,79.94,81.98,78.21,78.70,16414900,1291852579.91,0
1709821800000,2024-03-07,UBER,79.40,80.07,78.26,79.41,13873300,1101678803.81,0
1709735400000,2024-03-06,UBER,80.17,80.99,78.53,78.64,13734700,1080096799.62,0
1709649000000,2024-03-05,UBER,80.83,80.85,77.43,79.09,19761600,1562944871.63,0
1709562600000,2024-03-04,UBER,81.94,82.14,80.79,81.30,15989200,1299922008.80,0
1709303400000,2024-03-01,UBER,79.50,81.47,79.32,81.03,18528700,1501380538.38,0
1709217000000,2024-02-29,UBER,78.35,79.68,77.93,79.50,19405500,1542737250.00,0
1709130600000,2024-02-28,UBER,78.60,78.66,77.42,77.73,11853100,921341502.79,0
1709044200000,2024-02-27,UBER,78.64,79.75,77.81,78.75,13707300,1079449875.00,0
1708957800000,2024-02-26,UBER,78.28,78.50,77.30,78.36,16617300,1302131638.14,0
1708698600000,2024-02-23,UBER,78.50,78.97,77.72,78.20,15648800,1223736112.24,0
1708612200000,2024-02-22,UBER,79.59,79.72,77.51,78.03,16766400,1308282171.53,0
1708525800000,2024-02-21,UBER,76.32,77.49,75.88,76.44,15073500,1152218376.80,0
1708439400000,2024-02-20,UBER,78.23,78.42,75.82,76.60,24203100,1853957423.07,0
1708093800000,2024-02-16,UBER,80.55,80.88,78.11,78.41,24457500,1917712664.57,0
1708007400000,2024-02-15,UBER,79.00,81.86,78.28,81.39,40330200,3282474953.38,0
1707921000000,2024-02-14,UBER,74.60,79.20,74.31,79.15,69846700,5528366411.58,0
1707834600000,2024-02-13,UBER,67.89,69.55,66.71,68.99,22857100,1576911280.17,0
1707748200000,2024-02-12,UBER,71.00,71.38,68.74,69.12,19554900,1351634741.71,0
1707489000000,2024-02-09,UBER,71.43,72.04,69.69,70.91,20858700,1479090493.39,0
1707402600000,2024-02-08,UBER,71.93,73.05,71.19,71.61,21618200,1548079315.19,0
1707316200000,2024-02-07,UBER,67.60,71.90,67.24,70.65,43367000,3063878616.17,0
1707229800000,2024-02-06,UBER,69.06,70.68,68.44,70.47,34464000,2428678122.07,0
1707143400000,2024-02-05,UBER,68.24,69.99,67.86,68.99,26079500,1799224649.29,0
1706884200000,2024-02-02,UBER,66.98,68.25,66.51,68.07,18671800,1270989420.30,0
1706797800000,2024-02-01,UBER,66.12,66.85,65.59,66.73,12504200,834405307.98,0
1706711400000,2024-01-31,UBER,65.70,66.25,64.85,65.27,17026400,1111313070.84,0
1706625000000,2024-01-30,UBER,66.90,67.69,66.22,66.84,17562100,1173850699.69,0
1706538600000,2024-01-29,UBER,65.60,67.10,65.56,66.98,15902000,1065116013.38,0
1706279400000,2024-01-26,UBER,65.65,66.04,65.29,65.52,13099600,858285748.03,0
1706193000000,2024-01-25,UBER,64.28,66.03,63.71,66.00,21963000,1449558000.00,0
1706106600000,2024-01-24,UBER,64.00,64.40,63.22,63.76,17238100,1099101227.07,0
1706020200000,2024-01-23,UBER,64.50,64.81,63.69,64.32,13619600,876012667.84,0
1705933800000,2024-01-22,UBER,65.44,65.61,64.15,64.55,17851700,1152327289.48,0
1705674600000,2024-01-19,UBER,64.90,65.39,64.41,65.11,20339400,1324298346.41,0
1705588200000,2024-01-18,UBER,64.00,65.00,63.38,64.88,24149900,1566845445.67,0
1705501800000,2024-01-17,UBER,62.95,63.42,61.68,63.12,19971600,1260607370.67,0
1705415400000,2024-01-16,UBER,63.00,64.00,62.92,63.65,19511800,1241926099.77,0
1705069800000,2024-01-12,UBER,63.20,64.92,63.00,63.20,26374700,1666881060.12,0
1704983400000,2024-01-11,UBER,62.99,63.61,61.86,63.47,28888900,1833578518.26,0
1704897000000,2024-01-10,UBER,60.28,62.61,60.28,62.41,30788900,1921535244.30,0
1704810600000,2024-01-09,UBER,58.50,60.54,58.45,60.30,22319900,1345889952.97,0
1704724200000,2024-01-08,UBER,58.09,59.16,57.85,59.01,21213000,1251779094.39,0
1704465000000,2024-01-05,UBER,58.11,58.51,57.22,57.58,17886300,1029893186.75,0
1704378600000,2024-01-04,UBER,58.25,58.99,57.73,57.80,20370700,1177426444.46,0
1704292200000,2024-01-03,UBER,57.48,58.90,57.33,58.25,31800600,1852384950.00,0
1704205800000,2024-01-02,UBER,60.73,60.91,57.93,58.38,41978600,2450710712.84,0
1703860200000,2023-12-29,UBER,62.36,63.14,61.30,61.57,21615400,1330860171.40,0
1703773800000,2023-12-28,UBER,63.45,63.53,62.83,63.14,13795600,871054175.58,0
1703687400000,2023-12-27,UBER,62.00,63.43,62.00,63.28,20806000,1316603654.60,0
1703601000000,2023-12-26,UBER,61.71,62.20,61.31,61.98,16077200,996464848.64,0
1703255400000,2023-12-22,UBER,61.70,62.24,61.28,61.71,14715600,908099662.53,0
1703169000000,2023-12-21,UBER,61.24,61.76,60.83,61.46,19999600,1229175397.69,0
1703082600000,2023-12-20,UBER,61.49,62.28,60.62,60.68,28286100,1716400556.63,0
1702996200000,2023-12-19,UBER,61.88,62.70,61.69,62.12,26813800,1665673227.36,0
1702909800000,2023-12-18,UBER,62.01,62.49,61.33,61.73,28614000,1766342206.90,0
1702650600000,2023-12-15,UBER,62.16,63.53,61.41,61.86,364261200,22533198054.33,0
1702564200000,2023-12-14,UBER,62.01,62.81,60.61,62.50,44818100,2801131250.00,0
1702477800000,2023-12-13,UBER,62.71,62.88,61.45,61.97,41661700,2581775599.86,0
1702391400000,2023-12-12,UBER,62.06,63.03,61.83,62.72,27144300,1702490529.14,0
1702305000000,2023-12-11,UBER,61.53,62.99,60.94,62.46,30389700,1898140634.18,0
1702045800000,2023-12-08,UBER,60.51,62.25,60.51,61.70,28852100,1780174592.01,0
1701959400000,2023-12-07,UBER,59.67,60.99,59.53,60.98,34410200,2098333980.25,0
1701873000000,2023-12-06,UBER,58.37,59.98,58.36,59.75,33835000,2021641250.00,0
1701786600000,2023-12-05,UBER,58.01,58.66,57.70,57.97,39170600,2270719729.82,0
1701700200000,2023-12-04,UBER,60.01,60.92,58.57,58.63,85417300,5008016390.24,0
1701441000000,2023-12-01,UBER,56.67,57.87,56.25,57.35,28539900,1636763221.45,0
1701354600000,2023-11-30,UBER,56.61,56.77,55.53,56.38,32769800,1847561359.00,0
1701268200000,2023-11-29,UBER,56.49,57.13,56.15,56.40,23496200,1325185715.85,0
1701181800000,2023-11-28,UBER,55.98,56.45,55.69,56.21,20457500,1149916056.27,0
1701095400000,2023-11-27,UBER,55.47,56.46,55.29,56.06,19101900,1070852540.23,0
1700836200000,2023-11-24,UBER,55.15,55.94,55.07,55.32,10696800,591746972.74,0
1700663400000,2023-11-22,UBER,55.10,55.82,54.96,55.37,18459700,1022113569.28,0
1700577000000,2023-11-21,UBER,54.23,55.08,53.89,54.85,34115500,1871235122.94,0
1700490600000,2023-11-20,UBER,53.83,55.35,53.76,54.75,28511600,1561010100.00,0
1700231400000,2023-11-17,UBER,54.13,54.51,54.01,54.44,16119500,877545557.86,0
1700145000000,2023-11-16,UBER,53.50,54.51,53.15,54.42,20810800,1132523697.89,0
1700058600000,2023-11-15,UBER,53.92,54.26,53.16,53.76,22419700,1205283034.37,0
1699972200000,2023-11-14,UBER,52.90,54.31,52.39,53.88,30621900,1649908004.71,0
1699885800000,2023-11-13,UBER,51.17,52.42,50.72,52.24,21026900,1098445291.29,0
1699626600000,2023-11-10,UBER,50.01,52.10,49.90,51.58,27228600,1404451237.86,0
1699540200000,2023-11-09,UBER,49.30,50.68,49.02,50.05,29962300,1499613092.14,0
1699453800000,2023-11-08,UBER,50.04,50.30,48.90,49.50,37726700,1867471650.00,0
1699367400000,2023-11-07,UBER,47.00,50.04,46.68,49.92,81365400,4061760619.02,0
1699281000000,2023-11-06,UBER,47.94,48.30,47.43,48.14,27843100,1340366817.01,0
1699018200000,2023-11-03,UBER,46.92,48.15,46.63,47.75,21960700,1048623425.00,0
1698931800000,2023-11-02,UBER,45.35,46.86,45.25,46.48,25816900,1199969500.18,0
1698845400000,2023-11-01,UBER,43.25,44.00,42.91,43.83,18989300,832301053.77,0
1698759000000,2023-10-31,UBER,42.82,43.53,42.20,43.28,18414000,796957897.52,0
1698672600000,2023-10-30,UBER,42.01,43.00,42.01,42.73,21292700,909837061.25,0
1698413400000,2023-10-27,UBER,41.21,42.15,40.80,41.23,17098600,704975270.17,0
1698327000000,2023-10-26,UBER,42.14,42.30,40.09,40.62,23465500,953168584.94,0
1698240600000,2023-10-25,UBER,43.30,43.49,42.06,42.35,16495900,698601339.83,0
1698154200000,2023-10-24,UBER,43.50,44.33,43.38,44.19,17566500,776263610.88,0
1698067800000,2023-10-23,UBER,42.53,43.97,42.25,43.04,11277100,485366394.32,0
1697808600000,2023-10-20,UBER,42.72,43.35,42.26,42.96,13966100,599983643.21,0
1697722200000,2023-10-19,UBER,43.02,43.27,42.19,42.72,16090000,687364819.64,0
1697635800000,2023-10-18,UBER,43.90,44.20,42.91,43.00,15388000,661684000.00,0
1697549400000,2023-10-17,UBER,44.41,45.26,44.05,44.38,17337800,769451582.52,0
1697463000000,2023-10-16,UBER,43.76,45.00,43.47,44.71,20447100,914189822.28,0
1697203800000,2023-10-13,UBER,45.82,46.29,42.70,43.48,28195100,1225922935.09,0
1697117400000,2023-10-12,UBER,46.54,47.04,45.60,45.95,15983600,734446432.19,0
1697031000000,2023-10-11,UBER,46.90,47.21,46.26,46.64,12985500,605643712.07,0
1696944600000,2023-10-10,UBER,45.75,47.28,45.55,46.63,14538600,677934933.53,0
1696858200000,2023-10-09,UBER,45.15,45.60,44.58,45.45,11422300,519143543.71,0
1696599000000,2023-10-06,UBER,44.06,45.94,44.06,45.78,14754800,675474725.99,0
1696512600000,2023-10-05,UBER,44.84,44.93,43.65,44.61,14518800,647683676.86,0
1696426200000,2023-10-04,UBER,44.79,45.49,44.18,44.94,12476100,560675916.87,0
1696339800000,2023-10-03,UBER,45.36,45.60,44.33,44.51,11033400,491096615.48,0
1696253400000,2023-10-02,UBER,45.57,46.29,45.10,45.68,14976700,684135660.57,0
1695994200000,2023-09-29,UBER,46.75,46.92,45.85,45.99,14247000,655219553.91,0
1695907800000,2023-09-28,UBER,44.92,46.58,44.92,46.14,22199200,1024271074.45,0
1695821400000,2023-09-27,UBER,44.51,45.47,44.44,45.14,16835100,759936403.72,0
1695735000000,2023-09-26,UBER,44.50,45.39,44.04,44.27,11283600,499524977.17,0
1695648600000,2023-09-25,UBER,44.14,45.11,44.11,44.91,9175400,412067212.60,0
