https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume NFLX,Volume USDT,tradecount
1710941400000,2024-03-20,NFLX,61.99,62.95,61.83,62.77,26395000,1656787781.58,0
1710855000000,2024-03-19,NFLX,61.56,62.13,60.80,62.07,21426000,1329997552.12,0
1710768600000,2024-03-18,NFLX,61.36,62.74,61.04,61.84,33442000,2068019861.47,0
1710509400000,2024-03-15,NFLX,62.29,62.29,60.38,60.59,66716000,4042189091.48,0
1710423000000,2024-03-14,NFLX,61.50,62.08,60.74,61.30,31205000,1912897664.05,0
1710336600000,2024-03-13,NFLX,61.34,61.49,60.72,60.94,21921000,1335975338.31,0
1710250200000,2024-03-12,NFLX,60.02,61.53,59.63,61.11,28216000,1724223376.22,0
1710163800000,2024-03-11,NFLX,60.81,61.10,60.04,60.09,25009000,1502865799.60,0
1709908200000,2024-03-08,NFLX,60.83,61.61,60.08,60.48,27772000,1679706060.78,0
1709821800000,2024-03-07,NFLX,59.93,61.05,59.59,60.85,27428000,1669021275.71,0
1709735400000,2024-03-06,NFLX,60.30,60.79,59.36,59.77,24696000,1476055248.87,0
1709649000000,2024-03-05,NFLX,61.01,61.09,59.20,59.85,38496000,2303985541.26,0
1709562600000,2024-03-04,NFLX,62.16,62.44,61.51,61.58,30203000,1859991354.53,0
1709303400000,2024-03-01,NFLX,59.98,62.03,59.95,61.93,42703000,2644767521.20,0
1709217000000,2024-02-29,NFLX,60.42,60.45,59.52,60.29,35721000,2153690525.46,0
1709130600000,2024-02-28,NFLX,59.58,59.82,59.00,59.65,26052000,1553949664.99,0
1709044200000,2024-02-27,NFLX,59.50,60.54,59.23,60.17,44894000,2701137289.78,0
1708957800000,2024-02-26,NFLX,58.36,59.08,58.33,58.76,23937000,1406657790.39,0
1708698600000,2024-02-23,NFLX,58.64,59.24,57.98,58.36,25689000,1499107258.13,0
1708612200000,2024-02-22,NFLX,58.28,59.08,57.89,58.85,35266000,2075298306.30,0
1708525800000,2024-02-21,NFLX,57.35,57.58,56.73,57.33,22706000,1301848489.21,0
1708439400000,2024-02-20,NFLX,58.02,58.60,56.97,57.51,31242000,1796821161.25,0
1708093800000,2024-02-16,NFLX,59.69,59.70,57.75,58.40,43257000,2525992534.80,0
1708007400000,2024-02-15,NFLX,58.19,59.38,58.03,59.35,52209000,3098395349.05,0
1707921000000,2024-02-14,NFLX,56.73,58.12,56.43,57.93,56342000,3264061010.35,0
1707834600000,2024-02-13,NFLX,55.08,55.92,54.90,55.45,35115000,1947196968.21,0
1707748200000,2024-02-12,NFLX,56.04,56.84,55.70,55.78,36085000,2013001719.49,0
1707489000000,2024-02-09,NFLX,56.50,56.60,55.81,56.13,30557000,1715225523.07,0
1707402600000,2024-02-08,NFLX,56.06,56.37,55.57,55.85,31755000,1773612035.35,0
1707316200000,2024-02-07,NFLX,55.82,56.78,55.50,55.93,43736000,2446154493.35,0
1707229800000,2024-02-06,NFLX,56.41,56.63,55.44,55.59,28403000,1578865999.54,0
1707143400000,2024-02-05,NFLX,56.25,57.58,55.72,56.21,41431000,2328670839.10,0
1706884200000,2024-02-02,NFLX,56.45,56.78,56.24,56.46,40328000,2277080220.31,0
1706797800000,2024-02-01,NFLX,56.70,57.27,56.38,56.75,31740000,1801276722.56,0
1706711400000,2024-01-31,NFLX,56.28,57.22,56.20,56.41,48576000,2740220701.90,0
1706625000000,2024-01-30,NFLX,56.73,57.09,56.08,56.28,61818000,3479426120.57,0
1706538600000,2024-01-29,NFLX,57.13,57.85,56.27,57.58,69054000,3976060166.95,0
1706279400000,2024-01-26,NFLX,56.18,57.96,55.84,57.04,127706000,7284605628.62,0
1706193000000,2024-01-25,NFLX,55.19,56.35,54.85,56.20,94519000,5311967872.11,0
1706106600000,2024-01-24,NFLX,53.78,56.25,53.71,54.49,264328000,14402439606.93,0
1706020200000,2024-01-23,NFLX,49.20,49.90,48.14,49.22,155060000,7631898414.46,0
1705933800000,2024-01-22,NFLX,48.76,48.98,47.99,48.57,52123000,2531666188.46,0
1705674600000,2024-01-19,NFLX,48.50,48.57,47.61,48.29,56724000,2739485476.14,0
1705588200000,2024-01-18,NFLX,48.00,48.58,47.80,48.53,40544000,1967640792.24,0
1705501800000,2024-01-17,NFLX,48.45,48.62,47.53,48.03,48946000,2351023264.31,0
1705415400000,2024-01-16,NFLX,49.00,49.42,47.80,48.12,46790000,2251721985.70,0
1705069800000,2024-01-12,NFLX,50.05,50.08,49.06,49.22,50037000,2462620972.15,0
1704983400000,2024-01-11,NFLX,49.25,50.34,48.38,49.22,79933000,3934542024.85,0
1704897000000,2024-01-10,NFLX,48.16,48.70,47.29,47.83,43424000,2077100199.95,0
1704810600000,2024-01-09,NFLX,47.55,48.51,47.38,48.21,35268000,1700234999.08,0
1704724200000,2024-01-08,NFLX,47.39,48.52,47.37,48.50,36758000,1782873213.42,0
1704465000000,2024-01-05,NFLX,47.65,47.96,47.18,47.41,26313000,1247394031.43,0
1704378600000,2024-01-04,NFLX,47.30,48.07,46.65,47.47,36365000,1726137420.60,0
1704292200000,2024-01-03,NFLX,46.73,47.51,46.58,47.03,34437000,1619434395.63,0
1704205800000,2024-01-02,NFLX,48.32,48.47,46.19,46.85,50494000,2365643822.95,0
1703860200000,2023-12-29,NFLX,49.04,49.22,48.19,48.69,27406000,1334343320.47,0
1703773800000,2023-12-28,NFLX,49.20,49.29,48.91,49.05,17105000,839017332.55,0
1703687400000,2023-12-27,NFLX,49.12,49.40,48.92,49.18,25613000,1259621748.89,0
1703601000000,2023-12-26,NFLX,48.94,49.15,48.64,49.12,20345000,999326044.45,0
1703255400000,2023-12-22,NFLX,49.40,49.60,48.54,48.68,27027000,1315566216.53,0
1703169000000,2023-12-21,NFLX,49.27,49.44,48.68,49.16,27562000,1354975462.65,0
1703082600000,2023-12-20,NFLX,49.20,50.09,48.84,48.93,45637000,2232881414.04,0
1702996200000,2023-12-19,NFLX,48.84,49.61,48.41,49.50,38490000,1905331937.71,0
1702909800000,2023-12-18,NFLX,47.63,49.20,47.51,48.61,64107000,3116369452.70,0
1702650600000,2023-12-15,NFLX,46.73,47.30,46.73,47.21,78410000,3701422560.50,0
1702564200000,2023-12-14,NFLX,48.04,48.08,46.48,46.98,51764000,2432028100.46,0
1702477800000,2023-12-13,NFLX,46.20,48.12,46.20,48.00,58202000,2793579659.94,0
1702391400000,2023-12-12,NFLX,46.52,46.56,45.92,46.30,33027000,1529150074.80,0
1702305000000,2023-12-11,NFLX,45.94,47.06,45.72,45.99,49297000,2267119654.77,0
1702045800000,2023-12-08,NFLX,45.08,45.55,45.08,45.38,34584000,1569283565.00,0
1701959400000,2023-12-07,NFLX,45.08,45.29,44.83,45.20,35067000,1585028426.75,0
1701873000000,2023-12-06,NFLX,46.00,46.05,44.57,44.67,41788000,1866795338.03,0
1701786600000,2023-12-05,NFLX,45.07,45.64,44.96,45.51,33807000,1538725584.37,0
1701700200000,2023-12-04,NFLX,46.10,46.12,45.12,45.39,51577000,2341079998.52,0
1701441000000,2023-12-01,NFLX,47.32,47.52,46.46,46.57,43415000,2022010266.97,0
1701354600000,2023-11-30,NFLX,47.53,47.86,47.04,47.40,42873000,2032051553.52,0
1701268200000,2023-11-29,NFLX,47.90,48.10,47.45,47.72,28555000,1362616095.54,0
1701181800000,2023-11-28,NFLX,47.81,48.05,47.60,47.90,28902000,1384405844.10,0
1701095400000,2023-11-27,NFLX,47.90,48.20,47.53,47.92,36259000,1737422496.36,0
1700836200000,2023-11-24,NFLX,47.71,48.04,47.52,47.96,14047000,673637950.00,0
1700663400000,2023-11-22,NFLX,47.68,48.27,47.66,47.80,28416000,1358284778.32,0
1700577000000,2023-11-21,NFLX,47.26,47.70,47.12,47.49,29977000,1423757582.98,0
1700490600000,2023-11-20,NFLX,46.54,47.68,46.54,47.45,36176000,1716442621.22,0
1700231400000,2023-11-17,NFLX,46.69,46.76,46.28,46.59,27985000,1303849123.90,0
1700145000000,2023-11-16,NFLX,46.30,46.73,45.97,46.69,36560000,1707169188.84,0
1700058600000,2023-11-15,NFLX,45.28,46.28,45.24,46.19,50353000,2326006494.29,0
1699972200000,2023-11-14,NFLX,44.88,45.41,44.56,44.87,40609000,1821922853.16,0
1699885800000,2023-11-13,NFLX,44.72,44.84,44.26,44.46,28961000,1287664034.15,0
1699626600000,2023-11-10,NFLX,43.75,44.75,43.55,44.72,44406000,1986013900.63,0
1699540200000,2023-11-09,NFLX,43.80,44.04,43.44,43.51,27355000,1190352808.30,0
1699453800000,2023-11-08,NFLX,43.50,43.81,43.37,43.67,23568000,1029096741.58,0
1699367400000,2023-11-07,NFLX,43.62,43.76,43.10,43.46,32911000,1430344922.79,0
1699281000000,2023-11-06,NFLX,43.44,43.50,42.96,43.47,30032000,1305611138.67,0
1699018200000,2023-11-03,NFLX,42.88,43.48,42.55,43.24,36671000,1585507358.24,0
1698931800000,2023-11-02,NFLX,42.12,42.67,41.71,42.47,44760000,1901001990.05,0
1698845400000,2023-11-01,NFLX,41.48,42.06,41.42,42.02,48061000,2019475207.40,0
1698759000000,2023-10-31,NFLX,40.92,41.25,40.46,41.17,38776000,1596369094.30,0
1698672600000,2023-10-30,NFLX,40.24,41.28,39.94,41.01,53171000,2180436337.17,0
1698413400000,2023-10-27,NFLX,40.64,41.02,39.56,39.79,49976000,1988395049.47,0
1698327000000,2023-10-26,NFLX,41.14,41.73,40.15,40.35,68497000,2764127944.27,0
1698240600000,2023-10-25,NFLX,41.60,41.88,41.01,41.12,62996000,2590710500.00,0
1698154200000,2023-10-24,NFLX,40.97,41.67,40.84,41.37,64592000,2672364886.96,0
1698067800000,2023-10-23,NFLX,40.33,40.75,39.85,40.68,73900000,3006547460.17,0
1697808600000,2023-10-20,NFLX,40.56,41.06,39.80,40.10,127829000,5125431669.82,0
1697722200000,2023-10-19,NFLX,40.47,40.90,39.23,40.18,280744000,11279451165.37,0
1697635800000,2023-10-18,NFLX,35.10,35.48,34.47,34.62,114296000,3956813164.70,0
1697549400000,2023-10-17,NFLX,36.11,36.27,35.39,35.57,59084000,2101735965.06,0
1697463000000,2023-10-16,NFLX,35.62,36.31,35.48,36.08,51289000,1850609735.57,0
1697203800000,2023-10-13,NFLX,35.56,35.89,35.21,35.57,63126000,2245265618.09,0
1697117400000,2023-10-12,NFLX,36.65,36.88,35.90,36.12,73761000,2664247241.21,0
1697031000000,2023-10-11,NFLX,37.28,37.78,36.53,36.59,91514000,3348771665.15,0
1696944600000,2023-10-10,NFLX,38.56,38.87,37.22,37.33,72889000,2721092201.39,0
1696858200000,2023-10-09,NFLX,37.81,38.72,37.78,38.60,32998000,1273557850.28,0
1696599000000,2023-10-06,NFLX,36.84,38.25,36.78,38.15,47781000,1822892977.66,0
1696512600000,2023-10-05,NFLX,37.80,37.86,36.72,37.26,50348000,1875916075.15,0
1696426200000,2023-10-04,NFLX,37.65,38.02,37.36,37.69,43037000,1622064470.90,0
1696339800000,2023-10-03,NFLX,37.71,39.49,37.28,37.67,88781000,3344824107.27,0
1696253400000,2023-10-02,NFLX,37.75,38.48,37.68,38.03,31021000,1179821722.35,0
1695994200000,2023-09-29,NFLX,38.00,38.26,37.53,37.76,42053000,1587921209.42,0
1695907800000,2023-09-28,NFLX,37.56,37.90,37.11,37.64,43699000,1644655633.35,0
1695821400000,2023-09-27,NFLX,38.24,38.42,37.62,37.76,38435000,1451267121.60,0
1695735000000,2023-09-26,NFLX,38.29,38.46,37.74,37.92,40894000,1550904918.80,0
1695648600000,2023-09-25,NFLX,38.29,38.66,38.08,38.48,37573000,1445809022.80,0
1695389400000,2023-09-22,NFLX,38.50,38.69,37.84,37.98,36928000,1402562330.81,0
1695303000000,2023-09-21,NFLX,38.65,39.59,38.34,38.42,55479000,2131225835.79,0
1695216600000,2023-09-20,NFLX,39.71,39.80,38.61,38.63,38666000,1493667621.30,0
1695130200000,2023-09-19,NFLX,39.28,39.82,39.03,39.62,40768000,1615228116.46,0
1695043800000,2023-09-18,NFLX,39.55,39.95,39.26,39.44,47047000,1855533615.39,0
1694784600000,2023-09-15,NFLX,40.10,40.47,39.50,39.69,91167000,3618782920.26,0
1694698200000,2023-09-14,NFLX,41.04,41.14,40.00,40.05,107090000,4288847387.12,0
1694611800000,2023-09-13,NFLX,43.55,43.84,41.07,41.22,118430000,4882158204.35,0
1694525400000,2023-09-12,NFLX,44.28,44.54,43.41,43.47,31240000,1357971615.30,0
1694439000000,2023-09-11,NFLX,44.31,44.99,44.28,44.54,29138000,1297689947.55,0
1694179800000,2023-09-08,NFLX,44.36,44.68,43.88,44.28,26975000,1194452967.07,0
1694093400000,2023-09-07,NFLX,44.12,44.46,43.67,44.31,29227000,1295165253.92,0
1694007000000,2023-09-06,NFLX,44.86,45.14,44.05,44.58,38623000,1721658856.25,0
1693920600000,2023-09-05,NFLX,43.84,45.35,43.80,44.87,61559000,2762029213.88,0
1693575000000,2023-09-01,NFLX,43.77,44.55,43.59,43.99,47934000,2108520742.26,0
1693488600000,2023-08-31,NFLX,43.12,43.72,43.12,43.37,38030000,1649285041.16,0
1693402200000,2023-08-30,NFLX,43.08,43.82,42.83,43.47,36254000,1575852583.70,0
1693315800000,2023-08-29,NFLX,41.60,43.22,41.45,43.00,44867000,1929236157.65,0
1693229400000,2023-08-28,NFLX,41.80,41.98,41.33,41.81,29286000,1224330508.85,0
1692970200000,2023-08-25,NFLX,41.20,41.92,40.76,41.60,53909000,2242776161.55,0
1692883800000,2023-08-24,NFLX,42.54,42.76,40.62,40.69,56878000,2314536499.13,0
1692797400000,2023-08-23,NFLX,41.84,43.70,41.77,42.76,81747000,3495093072.32,0
1692711000000,2023-08-22,NFLX,40.90,41.57,40.74,41.32,35997000,1487288097.34,0
1692624600000,2023-08-21,NFLX,40.22,40.96,39.95,40.83,38616000,1576652608.61,0
1692365400000,2023-08-18,NFLX,39.93,40.65,39.81,40.45,43122000,1744414227.84,0
1692279000000,2023-08-17,NFLX,41.50,41.52,40.16,40.30,60315000,2430694453.98,0
1692192600000,2023-08-16,NFLX,42.37,42.45,41.53,41.54,39670000,1648090077.36,0
1692106200000,2023-08-15,NFLX,42.44,42.91,42.10,42.37,33680000,1427021564.03,0
1692019800000,2023-08-14,NFLX,42.20,42.88,41.88,42.78,39660000,1696575475.16,0
1691760600000,2023-08-11,NFLX,42.90,43.06,42.13,42.17,39279000,1656238328.38,0
1691674200000,2023-08-10,NFLX,43.11,43.81,42.87,43.00,54676000,2350958708.07,0
1691587800000,2023-08-09,NFLX,43.97,44.06,42.76,42.89,38466000,1649806716.52,0
1691501400000,2023-08-08,NFLX,44.04,44.36,43.51,43.83,37672000,1651163828.98,0
1691415000000,2023-08-07,NFLX,43.65,44.11,42.89,44.08,47813000,2107405798.21,0
1691155800000,2023-08-04,NFLX,43.31,43.65,42.63,43.16,54418000,2348680871.70,0
1691069400000,2023-08-03,NFLX,42.78,44.19,42.72,43.10,62439000,2691120804.73,0
1690983000000,2023-08-02,NFLX,43.52,43.56,42.66,42.97,49122000,2110772399.96,0
1690896600000,2023-08-01,NFLX,43.74,44.53,43.14,43.86,57115000,2505178102.11,0
1690810200000,2023-07-31,NFLX,42.65,43.91,42.63,43.90,65876000,2891758729.78,0
1690551000000,2023-07-28,NFLX,41.56,42.75,41.38,42.58,64242000,2735295819.15,0
1690464600000,2023-07-27,NFLX,42.69,42.75,41.19,41.32,65945000,2724649653.55,0
1690378200000,2023-07-26,NFLX,42.42,42.53,41.56,42.27,60092000,2539908461.30,0
1690291800000,2023-07-25,NFLX,42.72,43.09,42.61,42.77,48598000,2078536482.25,0
1690205400000,2023-07-24,NFLX,42.50,42.86,41.92,42.84,82644000,3540221176.80,0
1689946200000,2023-07-21,NFLX,43.74,43.82,42.32,42.75,173400000,7412850000.00,0
1689859800000,2023-07-20,NFLX,44.70,44.85,43.20,43.74,239897000,10493574713.10,0
1689773400000,2023-07-19,NFLX,47.69,48.50,47.00,47.76,209965000,10027718197.92,0
1689687000000,2023-07-18,NFLX,45.10,47.81,44.88,47.48,130418000,6192246580.30,0
1689600600000,2023-07-17,NFLX,44.56,45.67,44.51,45.01,68917000,3101609658.61,0
1689341400000,2023-07-14,NFLX,45.28,45.65,43.97,44.19,71959000,3179940305.15,0
1689255000000,2023-07-13,NFLX,44.70,45.17,44.12,45.04,61575000,2773214739.13,0
1689168600000,2023-07-12,NFLX,44.46,44.54,43.78,44.40,57317000,2545161315.03,0
1689082200000,2023-07-11,NFLX,43.87,44.08,43.10,44.02,45692000,2011407527.82,0
1688995800000,2023-07-10,NFLX,43.85,44.44,43.68,44.17,42517000,1878018467.98,0
1688736600000,2023-07-07,NFLX,43.86,44.23,43.58,43.81,41651000,1824730367.20,0
1688650200000,2023-07-06,NFLX,44.00,44.28,43.07,43.88,49388000,2167342936.23,0
1688563800000,2023-07-05,NFLX,44.49,45.10,43.96,44.59,68695000,3063110060.48,0
1688391000000,2023-07-03,NFLX,43.98,44.15,43.16,44.14,37332000,1647983845.60,0
1688131800000,2023-06-30,NFLX,43.11,44.41,43.11,44.05,73464000,3236015720.31,0
1688045400000,2023-06-29,NFLX,43.43,43.78,42.62,42.82,49323000,2112208216.72,0
1687959000000,2023-06-28,NFLX,42.31,43.73,42.29,42.98,88113000,3787449294.18,0
1687872600000,2023-06-27,NFLX,41.74,42.09,41.15,41.71,48181000,2009533156.82,0
1687786200000,2023-06-26,NFLX,42.24,43.10,41.49,41.59,46400000,1929961682.13,0
1687527000000,2023-06-23,NFLX,41.86,42.58,41.77,42.40,82986000,3518772407.46,0
1687440600000,2023-06-22,NFLX,42.29,42.47,41.87,42.25,48695000,2057266413.50,0
1687354200000,2023-06-21,NFLX,43.26,43.46,42.25,42.44,51464000,2184389464.29,0
1687267800000,2023-06-20,NFLX,43.02,44.00,43.00,43.47,47560000,2067433258.06,0
1686922200000,2023-06-16,NFLX,44.62,44.75,43.09,43.20,87537000,3781248177.20,0
1686835800000,2023-06-15,NFLX,44.41,44.87,43.95,44.53,70999000,3161372503.33,0
1686749400000,2023-06-14,NFLX,43.50,44.73,43.35,44.09,84131000,3708999142.76,0
1686663000000,2023-06-13,NFLX,43.00,43.73,42.84,43.57,78205000,3407626610.58,0
1686576600000,2023-06-12,NFLX,41.88,42.47,41.66,42.40,59595000,2526649176.81,0
1686317400000,2023-06-09,NFLX,42.45,42.59,41.48,42.00,123630000,5192707124.18,0
1686231000000,2023-06-08,NFLX,39.98,40.95,39.63,40.94,59911000,2452576623.46,0
1686144600000,2023-06-07,NFLX,41.04,41.90,39.92,39.98,119324000,4770215690.02,0
1686058200000,2023-06-06,NFLX,40.50,40.51,39.69,39.93,49915000,1993056077.65,0
1685971800000,2023-06-05,NFLX,40.05,41.39,40.01,40.35,72474000,2924615802.64,0
1685712600000,2023-06-02,NFLX,40.29,40.66,39.59,40.05,59024000,2363734180.24,0
1685626200000,2023-06-01,NFLX,39.74,40.75,39.31,40.31,71601000,2886451093.33,0
1685539800000,2023-05-31,NFLX,39.19,39.63,38.89,39.52,69880000,2761867156.83,0
1685453400000,2023-05-30,NFLX,39.75,40.51,38.58,39.30,108650000,4269727736.47,0
1685107800000,2023-05-26,NFLX,36.11,38.38,35.60,37.89,93604000,3546468397.71,0
1685021400000,2023-05-25,NFLX,35.96,36.74,35.74,35.90,62631000,2248452995.57,0
1684935000000,2023-05-24,NFLX,35.69,36.72,35.66,36.49,79733000,2909058553.67,0
1684848600000,2023-05-23,NFLX,36.02,36.42,35.43,35.60,68661000,2444262871.95,0
1684762200000,2023-05-22,NFLX,36.54,37.20,36.25,36.30,54064000,1962577193.05,0
1684503000000,2023-05-19,NFLX,36.99,37.00,36.38,36.54,78597000,2871619936.83,0
1684416600000,2023-05-18,NFLX,34.72,37.59,34.64,37.13,209252000,7769317846.45,0
1684330200000,2023-05-17,NFLX,33.18,34.14,32.96,34.00,39588000,1345833583.97,0
1684243800000,2023-05-16,NFLX,33.40,33.52,33.19,33.38,33322000,1112121750.00,0
1684157400000,2023-05-15,NFLX,34.06,34.19,33.55,33.59,36530000,1227006195.64,0
1683898200000,2023-05-12,NFLX,34.48,34.82,33.74,33.99,60824000,2067346839.48,0
1683811800000,2023-05-11,NFLX,33.50,34.55,33.18,34.48,80335000,2769629599.74,0
1683725400000,2023-05-10,NFLX,33.52,33.71,32.95,33.54,42899000,1438918250.14,0
1683639000000,2023-05-09,NFLX,33.07,33.63,32.97,33.21,55449000,1841683124.92,0
1683552600000,2023-05-08,NFLX,32.30,33.26,32.20,33.12,54886000,1817879117.23,0
1683293400000,2023-05-05,NFLX,32.36,32.42,31.94,32.28,39906000,1288006094.97,0
1683207000000,2023-05-04,NFLX,31.90,32.36,31.80,32.08,38797000,1244530131.66,0
1683120600000,2023-05-03,NFLX,31.75,32.46,31.58,31.93,50641000,1616967145.45,0
1683034200000,2023-05-02,NFLX,32.50,32.61,31.56,31.75,43186000,1371371393.76,0
1682947800000,2023-05-01,NFLX,32.94,33.12,31.81,32.41,53415000,1731286913.17,0
1682688600000,2023-04-28,NFLX,32.52,33.08,32.40,32.99,42284000,1395076013.29,0
1682602200000,2023-04-27,NFLX,32.43,32.74,31.74,32.58,56188000,1830885928.56,0
1682515800000,2023-04-26,NFLX,32.14,32.59,32.05,32.12,46232000,1484740757.60,0
1682429400000,2023-04-25,NFLX,32.85,32.87,32.11,32.26,54266000,1750349887.96,0
1682343000000,2023-04-24,NFLX,33.02,33.47,32.67,32.90,55866000,1838103155.87,0
1682083800000,2023-04-21,NFLX,32.30,32.83,31.95,32.80,63480000,2082017061.31,0
1681997400000,2023-04-20,NFLX,32.04,33.14,31.83,32.53,99478000,3236516714.82,0
1681911000000,2023-04-19,NFLX,32.42,32.58,31.61,32.31,221283000,7150096356.78,0
1681824600000,2023-04-18,NFLX,33.50,33.72,33.05,33.37,179445000,5988079458.33,0
1681738200000,2023-04-17,NFLX,33.80,33.84,32.75,33.27,61360000,2041569880.68,0
1681479000000,2023-04-14,NFLX,34.29,34.49,33.64,33.86,53505000,1811839759.48,0
1681392600000,2023-04-13,NFLX,34.00,34.64,33.88,34.62,74064000,2564021577.58,0
1681306200000,2023-04-12,NFLX,34.08,34.28,33.00,33.10,39654000,1312666387.41,0
1681219800000,2023-04-11,NFLX,34.35,34.71,33.76,33.82,40448000,1367991773.44,0
1681133400000,2023-04-10,NFLX,33.53,33.99,33.34,33.90,26579000,901001474.77,0
1680787800000,2023-04-06,NFLX,33.93,34.05,33.26,33.93,46605000,1581447402.42,0
1680701400000,2023-04-05,NFLX,34.53,34.54,33.62,34.24,42055000,1439752950.67,0
1680615000000,2023-04-04,NFLX,34.85,34.98,34.40,34.67,32981000,1143616149.84,0
1680528600000,2023-04-03,NFLX,34.18,34.86,34.04,34.83,44137000,1537203396.94,0
1680269400000,2023-03-31,NFLX,34.01,34.58,33.72,34.55,56102000,1938211914.83,0
1680183000000,2023-03-30,NFLX,34.03,34.33,33.53,33.84,71315000,2413513438.36,0
1680096600000,2023-03-29,NFLX,32.63,33.28,32.57,33.20,62873000,2087572163.36,0
1680010200000,2023-03-28,NFLX,32.61,33.33,32.13,32.35,64894000,2099450765.24,0
1679923800000,2023-03-27,NFLX,32.76,33.64,32.44,32.77,86258000,2826329527.97,0
1679664600000,2023-03-24,NFLX,32.06,33.18,32.06,32.84,129917000,4266344454.19,0
1679578200000,2023-03-23,NFLX,30.47,32.28,30.41,32.04,156533000,5014847525.14,0
1679491800000,2023-03-22,NFLX,30.63,30.65,29.35,29.39,58080000,1706971164.55,0
1679405400000,2023-03-21,NFLX,30.63,30.79,30.04,30.58,48863000,1494181700.11,0
1679319000000,2023-03-20,NFLX,29.98,30.75,29.60,30.51,51134000,1560251766.97,0
1679059800000,2023-03-17,NFLX,31.01,31.08,30.00,30.35,69188000,2099855826.39,0
1678973400000,2023-03-16,NFLX,30.48,31.66,30.17,31.01,79037000,2450621263.00,0
1678887000000,2023-03-15,NFLX,29.25,30.63,29.23,30.38,92153000,2799515960.28,0
1678800600000,2023-03-14,NFLX,29.60,29.75,29.03,29.49,59567000,1756869067.10,0
1678714200000,2023-03-13,NFLX,28.73,29.92,28.53,29.35,62924000,1846882313.44,0
1678458600000,2023-03-10,NFLX,29.79,29.88,28.90,29.28,57593000,1686092614.39,0
1678372200000,2023-03-09,NFLX,31.21,31.25,29.49,29.78,74434000,2216495642.91,0
1678285800000,2023-03-08,NFLX,30.93,31.18,30.58,31.18,34795000,1084873334.73,0
1678199400000,2023-03-07,NFLX,31.27,31.43,30.66,30.85,45531000,1404494762.56,0
1678113000000,2023-03-06,NFLX,31.70,32.33,31.18,31.20,56607000,1766308170.90,0
1677853800000,2023-03-03,NFLX,31.55,31.75,31.08,31.52,59533000,1876361073.11,0
1677767400000,2023-03-02,NFLX,31.10,31.56,31.04,31.19,49110000,1531642666.51,0
1677681000000,2023-03-01,NFLX,32.15,32.66,31.24,31.35,49113000,1539594303.02,0
1677594600000,2023-02-28,NFLX,32.37,32.76,32.12,32.21,36761000,1184182139.00,0
1677508200000,2023-02-27,NFLX,32.39,33.00,32.21,32.30,61426000,1984244164.23,0
1677249000000,2023-02-24,NFLX,31.93,32.15,31.45,31.72,68307000,2166356515.42,0
1677162600000,2023-02-23,NFLX,33.12,33.13,31.43,32.37,132387000,4284705477.21,0
1677076200000,2023-02-22,NFLX,33.75,34.19,33.28,33.49,45462000,1522431408.83,0
1676989800000,2023-02-21,NFLX,34.28,34.41,33.64,33.75,57103000,1927226250.00,0
1676644200000,2023-02-17,NFLX,34.79,34.90,34.24,34.80,52947000,1842343887.94,0
1676557800000,2023-02-16,NFLX,35.50,36.15,35.03,35.07,52157000,1829198102.43,0
1676471400000,2023-02-15,NFLX,35.66,36.29,35.42,36.14,39660000,1433391652.22,0
1676385000000,2023-02-14,NFLX,35.76,36.38,35.34,36.00,46248000,1664742933.20,0
1676298600000,2023-02-13,NFLX,34.95,35.97,34.42,35.86,71344000,2558181696.96,0
1676039400000,2023-02-10,NFLX,35.92,36.21,34.71,34.74,72911000,2532636500.45,0
1675953000000,2023-02-09,NFLX,37.24,37.38,36.17,36.25,69011000,2501648750.00,0
1675866600000,2023-02-08,NFLX,36.00,36.82,35.83,36.68,62532000,2293861272.03,0
1675780200000,2023-02-07,NFLX,35.85,36.42,35.42,36.29,62894000,2282737614.84,0
1675693800000,2023-02-06,NFLX,36.36,36.85,36.07,36.15,49949000,1805556392.55,0
1675434600000,2023-02-03,NFLX,35.91,37.94,35.90,36.59,94020000,3440191814.35,0
1675348200000,2023-02-02,NFLX,36.52,36.83,35.84,36.69,78570000,2882654665.26,0
1675261800000,2023-02-01,NFLX,35.39,36.54,34.99,36.20,80052000,2897802453.05,0
1675175400000,2023-01-31,NFLX,35.00,35.60,34.87,35.39,56607000,2003095391.83,0
1675089000000,2023-01-30,NFLX,35.84,36.10,35.29,35.31,51276000,1810606878.25,0
1674829800000,2023-01-27,NFLX,36.32,36.59,36.06,36.08,67035000,2418421672.50,0
1674743400000,2023-01-26,NFLX,36.88,36.90,36.17,36.49,82568000,3012658575.68,0
1674657000000,2023-01-25,NFLX,36.06,36.89,35.85,36.80,77669000,2857908635.40,0
1674570600000,2023-01-24,NFLX,35.75,36.56,35.51,36.38,117965000,4291920526.60,0
1674484200000,2023-01-23,NFLX,34.17,36.22,34.06,35.74,156469000,5592515088.73,0
1674225000000,2023-01-20,NFLX,33.68,34.40,33.26,34.25,284303000,9737377750.00,0
1674138600000,2023-01-19,NFLX,32.26,32.49,31.34,31.58,180082000,5686629236.63,0
1674052200000,2023-01-18,NFLX,32.67,33.01,32.12,32.63,78141000,2549975207.69,0
1673965800000,2023-01-17,NFLX,33.11,33.25,32.36,32.62,92470000,3016556492.39,0
